"strategy","wins","draws","losses","score","points"
"15, 17, 15, 15, 15, 14, 2, 3, 4",16484,1302,13309,17135,6
"3, 21, 12, 13, 3, 21, 21, 3, 3",16531,1202,13362,17132,6
"13, 13, 12, 12, 13, 2, 13, 10, 12",16312,1639,13144,17131.5,6
"4, 4, 16, 4, 4, 16, 20, 16, 16",16622,1018,13455,17131,6
"3, 17, 2, 17, 21, 17, 3, 17, 3",16638,986,13471,17131,6
"14, 14, 14, 14, 14, 14, 14, 1, 1",16531,1194,13370,17128,6
"14, 14, 14, 14, 14, 14, 14, 1, 1",16531,1194,13370,17128,6
"16, 16, 1, 17, 1, 16, 1, 16, 16",16526,1198,13371,17125,6
"16, 16, 1, 16, 1, 16, 1, 17, 16",16510,1226,13359,17123,6
"15, 14, 15, 14, 0, 15, 12, 15, 0",16336,1572,13187,17122,6
"12, 12, 12, 12, 12, 12, 12, 11, 5",15881,2475,12739,17118.5,6
"14, 14, 2, 20, 2, 14, 2, 20, 12",16364,1508,13223,17118,6
"0, 14, 14, 14, 14, 14, 14, 14, 2",16524,1187,13384,17117.5,6
"3, 22, 21, 21, 3, 12, 3, 12, 3",16455,1325,13315,17117.5,6
"3, 3, 16, 20, 20, 16, 16, 3, 3",16332,1570,13193,17117,6
"13, 13, 13, 13, 13, 13, 8, 13, 1",16510,1212,13373,17116,6
"2, 16, 17, 17, 16, 16, 2, 13, 1",16436,1358,13301,17115,6
"12, 13, 14, 15, 16, 17, 2, 5, 6",16506,1217,13372,17114.5,6
"2, 1, 16, 16, 16, 1, 16, 16, 16",16405,1410,13280,17110,6
"5, 13, 16, 16, 5, 16, 18, 5, 6",16623,971,13501,17108.5,6
"17, 2, 16, 2, 15, 14, 16, 16, 2",16486,1240,13369,17106,6
"11, 13, 1, 14, 14, 13, 5, 15, 14",16350,1510,13235,17105,6
"13, 14, 6, 14, 6, 14, 13, 14, 6",16750,709,13636,17104.5,6
"13, 13, 13, 13, 13, 12, 12, 11, 0",16155,1895,13045,17102.5,6
"12, 13, 13, 2, 2, 13, 2, 21, 22",16477,1250,13368,17102,6
"13, 1, 18, 12, 3, 17, 20, 2, 14",16406,1388,13301,17100,6
"0, 15, 12, 15, 0, 15, 16, 15, 12",16201,1796,13098,17099,6
"2, 1, 1, 16, 16, 16, 16, 16, 16",16395,1404,13296,17097,6
"2, 12, 12, 16, 11, 15, 15, 15, 2",16118,1956,13021,17096,6
"1, 16, 16, 17, 1, 16, 16, 16, 1",16365,1462,13268,17096,6
"12, 12, 12, 12, 12, 15, 5, 5, 15",16150,1888,13057,17094,6
"16, 16, 1, 16, 16, 1, 16, 16, 2",16442,1303,13350,17093.5,6
"12, 0, 12, 12, 12, 12, 12, 16, 12",15980,2226,12889,17093,6
"4, 11, 15, 14, 5, 19, 14, 14, 4",16387,1397,13311,17085.5,6
"2, 2, 11, 12, 13, 14, 15, 15, 16",16120,1929,13046,17084.5,6
"16, 16, 16, 1, 16, 1, 16, 2, 16",16473,1216,13406,17081,6
"16, 2, 15, 16, 16, 15, 2, 2, 16",16410,1341,13344,17080.5,6
"15, 5, 15, 3, 15, 15, 15, 2, 15",16369,1418,13308,17078,6
"12, 14, 13, 7, 14, 12, 4, 12, 12",16365,1419,13311,17074.5,6
"16, 16, 0, 2, 16, 2, 16, 16, 16",16529,1070,13496,17064,6
"2, 2, 2, 21, 21, 21, 15, 14, 2",16308,1501,13286,17058.5,6
"6, 12, 17, 12, 6, 12, 17, 12, 6",16414,1283,13398,17055.5,6
"3, 17, 3, 18, 3, 17, 18, 18, 3",16637,836,13622,17055,6
"16, 3, 21, 3, 2, 15, 22, 16, 2",16486,1131,13478,17051.5,6
"3, 14, 14, 14, 14, 14, 14, 10, 3",16489,1125,13481,17051.5,6
"5, 5, 6, 14, 14, 14, 14, 14, 14",16658,786,13651,17051,6
"3, 15, 3, 15, 9, 15, 12, 15, 13",16388,1325,13382,17050.5,6
"2, 16, 16, 16, 16, 16, 16, 1, 1",16287,1527,13281,17050.5,6
"15, 15, 15, 0, 15, 15, 15, 6, 4",16359,1382,13354,17050,6
"1, 13, 15, 20, 2, 20, 15, 13, 1",16091,1917,13087,17049.5,5
"15, 2, 16, 2, 12, 2, 17, 13, 21",16323,1447,13325,17046.5,5
"2, 16, 2, 15, 18, 16, 12, 2, 17",16328,1436,13331,17046,5
"4, 4, 4, 17, 3, 17, 17, 17, 17",16696,698,13701,17045,5
"16, 0, 12, 12, 12, 12, 12, 12, 12",15937,2212,12946,17043,5
"2, 2, 13, 13, 21, 12, 2, 22, 13",16311,1460,13324,17041,5
"16, 16, 1, 16, 16, 1, 2, 16, 16",16429,1224,13442,17041,5
"5, 5, 16, 16, 16, 16, 16, 5, 5",16509,1062,13524,17040,5
"16, 3, 21, 2, 21, 3, 16, 2, 16",16511,1054,13530,17038,5
"3, 17, 3, 18, 3, 18, 17, 18, 3",16615,844,13636,17037,5
"14, 14, 2, 18, 18, 16, 2, 14, 2",16478,1115,13502,17035.5,5
"13, 13, 13, 15, 15, 16, 0, 15, 0",16317,1437,13341,17035.5,5
"17, 14, 16, 13, 13, 0, 14, 13, 0",16470,1121,13504,17030.5,5
"12, 17, 12, 5, 12, 12, 12, 12, 6",16116,1827,13152,17029.5,5
"1, 2, 1, 16, 16, 16, 16, 16, 16",16311,1436,13348,17029,5
"4, 16, 5, 16, 5, 16, 17, 5, 16",16550,956,13589,17028,5
"14, 14, 14, 12, 0, 12, 12, 12, 10",16142,1765,13188,17024.5,5
"13, 17, 17, 2, 2, 3, 22, 21, 3",16564,918,13613,17023,5
"3, 20, 11, 18, 3, 14, 14, 14, 3",16239,1567,13289,17022.5,5
"2, 2, 2, 14, 14, 14, 17, 18, 17",16446,1150,13499,17021,5
"14, 1, 16, 16, 1, 17, 17, 1, 17",16396,1246,13453,17019,5
"3, 18, 3, 18, 3, 18, 17, 17, 3",16584,864,13647,17016,5
"1, 1, 20, 17, 1, 15, 15, 15, 15",16133,1763,13199,17014.5,5
"13, 13, 13, 13, 13, 13, 13, 0, 9",16425,1177,13493,17013.5,5
"3, 13, 2, 3, 21, 13, 3, 21, 21",16461,1104,13530,17013,5
"2, 2, 14, 21, 2, 15, 21, 21, 2",16266,1488,13341,17010,5
"2, 15, 2, 11, 4, 16, 16, 17, 17",16202,1614,13279,17009,5
"12, 15, 15, 15, 15, 15, 0, 13, 0",16186,1644,13265,17008,5
"4, 11, 12, 16, 14, 16, 12, 11, 4",15952,2108,13035,17006,5
"1, 13, 13, 13, 14, 12, 1, 19, 14",16273,1461,13361,17003.5,5
"17, 3, 17, 20, 3, 17, 3, 17, 3",16474,1059,13562,17003.5,5
"16, 16, 16, 16, 5, 16, 5, 5, 5",16511,985,13599,17003.5,5
"16, 16, 16, 16, 16, 16, 1, 1, 2",16300,1404,13391,17002,5
"15, 2, 15, 1, 15, 20, 15, 2, 15",16154,1694,13247,17001,5
"14, 5, 14, 5, 14, 15, 14, 5, 14",16526,949,13620,17000.5,5
"16, 16, 16, 1, 16, 16, 2, 16, 1",16334,1333,13428,17000.5,5
"4, 17, 18, 18, 1, 17, 4, 17, 4",16600,798,13697,16999,5
"1, 15, 12, 13, 14, 20, 12, 1, 12",16009,1974,13112,16996,5
"3, 3, 21, 21, 21, 21, 3, 3, 4",16434,1123,13538,16995.5,5
"0, 14, 14, 15, 15, 0, 14, 14, 14",16349,1292,13454,16995,5
"14, 0, 15, 15, 14, 14, 0, 14, 14",16384,1222,13489,16995,5
"5, 5, 16, 5, 16, 16, 16, 16, 5",16478,1022,13595,16989,5
"3, 4, 21, 21, 3, 3, 21, 21, 3",16488,998,13609,16987,5
"3, 3, 12, 21, 13, 3, 21, 3, 21",16406,1161,13528,16986.5,5
"1, 1, 1, 15, 21, 16, 15, 15, 15",16123,1724,13248,16985,5
"2, 14, 2, 2, 2, 21, 15, 21, 21",16355,1260,13480,16985,5
"15, 14, 14, 14, 14, 0, 14, 0, 15",16358,1253,13484,16984.5,5
"15, 14, 15, 15, 14, 14, 0, 13, 0",16307,1354,13434,16984,5
"1, 1, 2, 16, 16, 16, 16, 16, 16",16262,1442,13391,16983,5
"16, 1, 1, 16, 16, 16, 16, 2, 16",16340,1285,13470,16982.5,5
"15, 16, 2, 0, 15, 15, 16, 6, 15",16344,1276,13475,16982,5
"2, 15, 15, 15, 15, 14, 14, 8, 2",16249,1465,13381,16981.5,5
"2, 2, 2, 22, 22, 2, 22, 13, 13",16432,1098,13565,16981,5
"15, 10, 15, 17, 1, 4, 12, 13, 13",16243,1467,13385,16976.5,5
"16, 16, 16, 16, 0, 3, 17, 16, 0",16393,1161,13541,16973.5,5
"4, 21, 21, 3, 3, 21, 21, 3, 3",16472,1001,13622,16972.5,5
"12, 7, 15, 6, 13, 3, 16, 15, 13",16424,1097,13574,16972.5,5
"16, 2, 17, 21, 2, 21, 2, 17, 2",16322,1298,13475,16971,5
"3, 3, 3, 18, 3, 18, 17, 17, 18",16537,866,13692,16970,5
"5, 11, 5, 13, 21, 13, 5, 14, 13",16230,1479,13386,16969.5,5
"5, 16, 16, 5, 16, 16, 5, 16, 5",16462,1012,13621,16968,5
"21, 12, 12, 12, 21, 12, 3, 4, 3",16220,1496,13379,16968,5
"3, 17, 3, 17, 3, 18, 18, 3, 18",16544,845,13706,16966.5,5
"15, 15, 15, 15, 13, 13, 8, 3, 3",16308,1315,13472,16965.5,5
"0, 13, 13, 13, 13, 13, 13, 13, 9",16352,1223,13520,16963.5,5
"0, 13, 13, 13, 13, 13, 13, 13, 9",16352,1223,13520,16963.5,5
"15, 15, 5, 15, 5, 15, 0, 15, 15",16260,1405,13430,16962.5,5
"16, 4, 20, 16, 4, 4, 4, 16, 16",16501,917,13677,16959.5,5
"2, 16, 16, 16, 16, 16, 11, 5, 2",16061,1796,13238,16959,5
"3, 18, 17, 3, 3, 18, 18, 3, 17",16525,864,13706,16957,5
"14, 18, 15, 14, 17, 16, 2, 2, 2",16345,1224,13526,16957,5
"4, 17, 3, 17, 17, 17, 4, 17, 4",16608,690,13797,16953,5
"16, 16, 17, 1, 16, 1, 16, 1, 16",16314,1277,13504,16952.5,5
"0, 16, 0, 16, 4, 16, 16, 16, 16",16340,1221,13534,16950.5,5
"16, 1, 16, 2, 16, 16, 16, 16, 1",16274,1348,13473,16948,5
"7, 13, 13, 13, 13, 13, 7, 15, 6",16478,935,13682,16945.5,5
"17, 1, 16, 1, 15, 14, 13, 12, 11",16067,1755,13273,16944.5,5
"3, 21, 3, 21, 3, 21, 21, 4, 3",16439,1009,13647,16943.5,5
"17, 4, 17, 17, 4, 4, 17, 17, 3",16578,731,13786,16943.5,5
"7, 16, 2, 17, 2, 17, 17, 6, 16",16510,866,13719,16943,5
"3, 3, 21, 21, 4, 3, 21, 3, 21",16437,1011,13647,16942.5,5
"2, 13, 14, 15, 15, 15, 14, 10, 2",16120,1642,13333,16941,5
"4, 18, 17, 17, 3, 2, 18, 3, 18",16517,843,13735,16938.5,5
"4, 18, 21, 18, 3, 1, 16, 2, 17",16436,1004,13655,16938,5
"5, 16, 5, 16, 16, 5, 16, 16, 5",16449,977,13669,16937.5,5
"5, 16, 5, 16, 16, 16, 5, 16, 5",16434,1006,13655,16937,5
"5, 16, 5, 16, 16, 16, 5, 16, 5",16434,1006,13655,16937,5
"2, 12, 23, 12, 2, 12, 23, 12, 2",16079,1712,13304,16935,5
"4, 17, 4, 17, 17, 17, 4, 16, 4",16601,666,13828,16934,5
"7, 13, 3, 3, 3, 21, 12, 17, 21",16440,987,13668,16933.5,5
"16, 16, 16, 16, 16, 15, 3, 1, 1",16234,1397,13464,16932.5,5
"2, 21, 2, 17, 21, 16, 2, 17, 2",16235,1394,13466,16932,5
"4, 12, 12, 12, 12, 10, 14, 12, 12",15896,2071,13128,16931.5,5
"13, 13, 13, 13, 13, 13, 13, 9, 0",16350,1162,13583,16931,5
"13, 13, 13, 13, 13, 13, 13, 9, 0",16350,1162,13583,16931,5
"6, 16, 1, 16, 21, 16, 6, 16, 2",16377,1107,13611,16930.5,5
"4, 17, 4, 17, 17, 17, 3, 17, 4",16570,721,13804,16930.5,5
"2, 15, 21, 19, 2, 3, 3, 16, 19",16310,1240,13545,16930,4
"1, 15, 4, 15, 15, 15, 5, 15, 15",16174,1512,13409,16930,4
"0, 12, 15, 12, 14, 17, 15, 14, 1",16097,1662,13336,16928,4
"16, 16, 16, 16, 16, 16, 2, 1, 1",16220,1412,13463,16926,4
"16, 16, 16, 16, 16, 16, 2, 1, 1",16220,1412,13463,16926,4
"1, 13, 15, 15, 14, 15, 15, 11, 1",15860,2128,13107,16924,4
"3, 21, 2, 20, 14, 20, 3, 14, 3",16228,1386,13481,16921,4
"2, 2, 20, 20, 2, 20, 20, 12, 2",15825,2192,13078,16921,4
"3, 3, 22, 21, 3, 3, 21, 3, 21",16439,959,13697,16918.5,4
"2, 3, 18, 18, 2, 18, 18, 18, 3",16380,1077,13638,16918.5,4
"15, 15, 15, 8, 1, 1, 15, 15, 15",16177,1474,13444,16914,4
"15, 15, 15, 8, 1, 1, 15, 15, 15",16177,1474,13444,16914,4
"21, 3, 3, 12, 3, 22, 21, 12, 3",16326,1168,13601,16910,4
"15, 5, 15, 15, 15, 0, 15, 5, 15",16156,1507,13432,16909.5,4
"5, 5, 15, 15, 5, 20, 5, 15, 15",16216,1385,13494,16908.5,4
"4, 18, 4, 17, 1, 18, 18, 17, 3",16494,826,13775,16907,4
"20, 17, 3, 17, 3, 17, 3, 17, 3",16394,1021,13680,16904.5,4
"5, 21, 12, 12, 5, 21, 0, 12, 12",16092,1619,13384,16901.5,4
"1, 1, 1, 16, 16, 17, 16, 16, 16",16192,1417,13486,16900.5,4
"16, 16, 16, 1, 17, 16, 1, 1, 16",16253,1292,13550,16899,4
"13, 13, 13, 9, 13, 13, 13, 13, 0",16332,1131,13632,16897.5,4
"0, 1, 15, 15, 12, 15, 15, 12, 15",15865,2063,13167,16896.5,4
"5, 17, 12, 17, 12, 5, 5, 15, 12",16141,1509,13445,16895.5,4
"5, 5, 16, 5, 16, 16, 16, 5, 16",16369,1050,13676,16894,4
"4, 4, 17, 17, 17, 17, 4, 3, 17",16531,721,13843,16891.5,4
"2, 2, 2, 2, 21, 20, 17, 17, 17",16196,1391,13508,16891.5,4
"3, 3, 21, 16, 21, 21, 2, 11, 2",16034,1709,13352,16888.5,4
"13, 14, 15, 16, 17, 12, 13, 0, 0",16162,1451,13482,16887.5,4
"16, 16, 21, 4, 1, 5, 5, 16, 16",16396,969,13730,16880.5,4
"0, 10, 12, 13, 13, 13, 13, 13, 13",16099,1562,13434,16880,4
"1, 1, 1, 16, 16, 16, 16, 16, 17",16152,1452,13491,16878,4
"3, 3, 23, 21, 3, 20, 21, 3, 3",16302,1152,13641,16878,4
"4, 20, 18, 20, 1, 15, 3, 17, 2",16124,1507,13464,16877.5,4
"21, 12, 2, 21, 2, 21, 2, 17, 2",16175,1405,13515,16877.5,4
"7, 12, 16, 11, 1, 11, 13, 14, 15",15868,2018,13209,16877,4
"0, 14, 14, 15, 15, 15, 14, 13, 0",16164,1424,13507,16876,4
"17, 13, 17, 22, 3, 22, 2, 2, 2",16350,1048,13697,16874,4
"12, 12, 12, 15, 12, 10, 3, 12, 12",15764,2215,13116,16871.5,4
"17, 4, 17, 4, 3, 17, 17, 4, 17",16525,684,13886,16867,4
"1, 13, 13, 11, 11, 13, 12, 14, 12",15718,2297,13080,16866.5,4
"3, 3, 18, 18, 18, 16, 3, 18, 3",16372,987,13736,16865.5,4
"12, 21, 21, 21, 16, 2, 3, 2, 2",16153,1425,13517,16865.5,4
"15, 20, 1, 15, 2, 17, 15, 0, 15",16045,1637,13413,16863.5,4
"3, 3, 3, 3, 21, 21, 21, 21, 4",16372,982,13741,16863,4
"14, 14, 14, 14, 14, 14, 16, 0, 0",16316,1093,13686,16862.5,4
"13, 14, 15, 1, 14, 16, 16, 1, 10",16128,1467,13500,16861.5,4
"16, 15, 13, 16, 12, 14, 0, 14, 0",16120,1481,13494,16860.5,4
"4, 3, 16, 22, 4, 22, 22, 3, 4",16490,735,13870,16857.5,4
"13, 13, 13, 13, 13, 13, 1, 10, 11",15987,1734,13374,16854,4
"2, 2, 18, 21, 2, 18, 2, 17, 18",16217,1273,13605,16853.5,4
"4, 4, 16, 4, 17, 4, 17, 17, 17",16500,706,13889,16853,4
"5, 15, 5, 15, 20, 15, 5, 15, 5",16092,1518,13485,16851,4
"5, 15, 5, 15, 20, 15, 5, 15, 5",16092,1518,13485,16851,4
"17, 16, 16, 1, 16, 16, 16, 1, 1",16143,1408,13544,16847,4
"2, 3, 20, 20, 15, 20, 15, 3, 2",15907,1878,13310,16846,4
"3, 18, 17, 18, 18, 3, 17, 3, 3",16378,935,13782,16845.5,4
"3, 21, 3, 21, 3, 21, 3, 21, 4",16324,1043,13728,16845.5,4
"15, 15, 14, 14, 14, 14, 14, 0, 0",16200,1280,13615,16840,4
"2, 18, 2, 18, 3, 18, 18, 18, 3",16329,1021,13745,16839.5,4
"17, 21, 17, 18, 3, 4, 3, 3, 14",16417,844,13834,16839,4
"7, 21, 2, 4, 3, 15, 17, 13, 18",16365,947,13783,16838.5,4
"1, 1, 16, 16, 16, 16, 17, 16, 1",16042,1591,13462,16837.5,4
"6, 5, 5, 12, 12, 12, 16, 16, 16",16103,1467,13525,16836.5,4
"2, 18, 18, 18, 2, 18, 3, 18, 3",16308,1056,13731,16836,4
"3, 17, 3, 18, 18, 17, 3, 18, 3",16404,863,13828,16835.5,4
"3, 17, 3, 18, 18, 18, 3, 17, 3",16396,878,13821,16835,4
"2, 20, 20, 18, 2, 18, 16, 2, 2",16022,1626,13447,16835,4
"21, 2, 15, 2, 21, 14, 21, 2, 2",16153,1361,13581,16833.5,4
"2, 18, 20, 2, 3, 1, 21, 19, 14",16188,1290,13617,16833,4
"2, 3, 3, 17, 17, 18, 17, 17, 6",16369,924,13802,16831,4
"2, 2, 20, 18, 2, 18, 18, 18, 2",16103,1455,13537,16830.5,4
"14, 15, 19, 20, 0, 15, 1, 15, 1",15994,1670,13431,16829,4
"3, 3, 21, 3, 21, 21, 3, 4, 21",16338,980,13777,16828,4
"2, 20, 3, 20, 2, 15, 3, 15, 20",15936,1783,13376,16827.5,4
"3, 17, 2, 18, 2, 2, 18, 20, 18",16258,1138,13699,16827,4
"5, 3, 6, 18, 4, 20, 15, 17, 12",16238,1178,13679,16827,4
"21, 21, 13, 3, 21, 3, 12, 3, 3",16217,1219,13659,16826.5,4
"3, 3, 22, 22, 3, 22, 19, 3, 3",16404,842,13849,16825,4
"17, 16, 17, 0, 0, 0, 17, 17, 16",16255,1140,13700,16825,4
"16, 21, 2, 18, 2, 21, 2, 2, 16",16239,1170,13686,16824,4
"11, 2, 15, 1, 15, 15, 11, 15, 15",15662,2320,13113,16822,4
"6, 12, 12, 12, 11, 12, 12, 11, 12",15593,2453,13049,16819.5,4
"17, 2, 19, 17, 3, 3, 17, 19, 3",16332,972,13791,16818,4
"3, 18, 3, 17, 18, 17, 3, 18, 3",16385,865,13845,16817.5,4
"4, 17, 4, 17, 17, 17, 4, 3, 17",16481,671,13943,16816.5,4
"12, 10, 14, 12, 12, 14, 13, 12, 1",15778,2071,13246,16813.5,4
"3, 21, 3, 21, 4, 21, 3, 21, 3",16287,1052,13756,16813,4
"15, 2, 2, 2, 12, 13, 14, 20, 20",15903,1820,13372,16813,4
"3, 21, 3, 21, 4, 21, 3, 21, 3",16287,1052,13756,16813,4
"3, 21, 3, 21, 4, 21, 3, 21, 3",16287,1052,13756,16813,4
"3, 21, 3, 21, 4, 21, 3, 21, 3",16287,1052,13756,16813,4
"3, 21, 3, 21, 4, 21, 3, 21, 3",16287,1052,13756,16813,4
"0, 13, 13, 14, 21, 14, 13, 11, 1",15883,1857,13355,16811.5,4
"16, 16, 16, 16, 17, 16, 1, 1, 1",16104,1415,13576,16811.5,4
"2, 2, 18, 18, 21, 18, 2, 17, 2",16142,1336,13617,16810,4
"12, 2, 20, 20, 2, 2, 20, 2, 20",15801,2018,13276,16810,4
"2, 20, 17, 3, 2, 18, 3, 18, 17",16204,1211,13680,16809.5,3
"2, 17, 2, 21, 20, 2, 2, 17, 17",16058,1496,13541,16806,3
"4, 21, 21, 3, 21, 3, 3, 21, 3",16300,1011,13784,16805.5,3
"17, 17, 17, 0, 0, 0, 17, 16, 16",16242,1122,13731,16803,3
"2, 2, 2, 2, 21, 18, 18, 17, 18",16199,1208,13688,16803,3
"1, 3, 21, 17, 18, 17, 17, 3, 3",16213,1178,13704,16802,3
"3, 22, 3, 21, 3, 3, 21, 3, 21",16332,937,13826,16800.5,3
"12, 10, 14, 11, 1, 12, 12, 14, 14",15769,2062,13264,16800,3
"2, 12, 3, 11, 3, 22, 23, 12, 12",15899,1801,13395,16799.5,3
"11, 13, 13, 12, 16, 16, 11, 6, 2",15734,2131,13230,16799.5,3
"3, 22, 3, 21, 3, 21, 3, 21, 3",16303,991,13801,16798.5,3
"3, 22, 3, 21, 3, 21, 3, 21, 3",16303,991,13801,16798.5,3
"3, 21, 4, 21, 3, 21, 3, 21, 3",16281,1032,13782,16797,3
"16, 5, 5, 5, 5, 16, 16, 16, 16",16328,937,13830,16796.5,3
"3, 21, 21, 3, 4, 21, 3, 3, 21",16287,1017,13791,16795.5,3
"16, 17, 16, 16, 16, 16, 1, 1, 1",16083,1417,13595,16791.5,3
"17, 4, 17, 4, 17, 17, 17, 3, 4",16405,765,13925,16787.5,3
"3, 3, 3, 3, 17, 17, 18, 18, 18",16367,841,13887,16787.5,3
"19, 20, 3, 16, 3, 18, 15, 3, 3",16206,1162,13727,16787,3
"13, 5, 13, 26, 0, 13, 13, 4, 13",16254,1061,13780,16784.5,3
"12, 12, 12, 12, 12, 10, 12, 12, 6",15706,2155,13234,16783.5,3
"2, 3, 3, 21, 21, 4, 21, 21, 4",16246,1073,13776,16782.5,3
"17, 3, 3, 18, 3, 18, 17, 3, 18",16363,837,13895,16781.5,3
"3, 4, 3, 3, 3, 21, 21, 21, 21",16337,881,13877,16777.5,3
"17, 4, 17, 4, 17, 3, 17, 17, 4",16398,745,13952,16770.5,3
"2, 2, 18, 2, 2, 20, 18, 18, 18",16100,1338,13657,16769,3
"17, 3, 17, 3, 20, 3, 17, 3, 17",16173,1192,13730,16769,3
"2, 18, 2, 18, 2, 18, 20, 18, 2",16075,1388,13632,16769,3
"17, 3, 17, 3, 20, 3, 17, 3, 17",16173,1192,13730,16769,3
"17, 3, 17, 3, 20, 3, 17, 3, 17",16173,1192,13730,16769,3
"3, 3, 2, 2, 15, 15, 20, 20, 20",15927,1684,13484,16769,3
"17, 3, 17, 3, 20, 3, 17, 3, 17",16173,1192,13730,16769,3
"20, 13, 0, 13, 1, 13, 20, 12, 8",15956,1620,13519,16766,3
"2, 2, 18, 2, 2, 18, 18, 18, 20",16079,1374,13642,16766,3
"4, 12, 7, 8, 13, 13, 13, 14, 16",16286,957,13852,16764.5,3
"3, 21, 3, 22, 2, 21, 4, 21, 3",16280,966,13849,16763,3
"2, 18, 2, 18, 21, 17, 2, 18, 2",16139,1246,13710,16762,3
"2, 18, 18, 18, 2, 20, 18, 2, 2",16057,1409,13629,16761.5,3
"21, 3, 21, 3, 21, 3, 21, 3, 4",16263,989,13843,16757.5,3
"21, 3, 21, 3, 21, 3, 21, 3, 4",16263,989,13843,16757.5,3
"0, 0, 13, 13, 12, 15, 17, 16, 14",15941,1631,13523,16756.5,3
"2, 12, 2, 22, 2, 22, 16, 11, 11",15748,2013,13334,16754.5,3
"15, 15, 15, 15, 15, 15, 5, 5, 0",15987,1535,13573,16754.5,3
"21, 12, 2, 2, 21, 2, 2, 17, 21",16149,1209,13737,16753.5,3
"3, 17, 17, 3, 18, 4, 3, 17, 18",16347,813,13935,16753.5,3
"1, 11, 21, 18, 1, 16, 15, 16, 1",15762,1982,13351,16753,3
"13, 7, 13, 13, 7, 13, 13, 8, 13",16316,871,13908,16751.5,3
"17, 2, 17, 1, 16, 12, 17, 1, 17",16059,1382,13654,16750,3
"2, 2, 20, 20, 20, 2, 20, 2, 12",15618,2264,13213,16750,3
"3, 13, 15, 5, 20, 24, 15, 2, 3",16010,1479,13606,16749.5,3
"8, 8, 13, 6, 13, 13, 13, 13, 13",16313,872,13910,16749,3
"2, 2, 18, 2, 4, 18, 18, 18, 18",16214,1069,13812,16748.5,3
"14, 1, 12, 22, 13, 2, 12, 2, 22",16113,1269,13713,16747.5,3
"15, 5, 15, 5, 15, 15, 15, 15, 0",16014,1467,13614,16747.5,3
"2, 18, 18, 20, 2, 18, 2, 18, 2",16044,1406,13645,16747,3
"2, 2, 2, 20, 20, 20, 20, 12, 2",15583,2322,13190,16744,3
"13, 7, 13, 13, 8, 13, 13, 7, 13",16315,857,13923,16743.5,3
"15, 14, 15, 15, 11, 15, 5, 5, 5",15958,1570,13567,16743,3
"8, 12, 12, 12, 12, 12, 12, 12, 8",15782,1922,13391,16743,3
"3, 22, 3, 22, 2, 21, 3, 21, 3",16264,956,13875,16742,3
"2, 2, 18, 18, 2, 18, 18, 2, 20",16032,1420,13643,16742,3
"21, 21, 21, 21, 3, 3, 3, 3, 4",16215,1050,13830,16740,3
"3, 19, 17, 19, 18, 15, 3, 3, 3",16194,1091,13810,16739.5,3
"17, 17, 0, 17, 0, 17, 0, 16, 16",16200,1078,13817,16739,3
"3, 21, 4, 21, 3, 21, 4, 20, 3",16196,1086,13813,16739,3
"6, 16, 6, 16, 6, 16, 6, 16, 12",16306,865,13924,16738.5,3
"1, 21, 21, 15, 15, 15, 4, 3, 5",16039,1398,13658,16738,3
"2, 5, 13, 20, 20, 20, 13, 5, 2",15758,1955,13382,16735.5,3
"2, 3, 21, 2, 21, 21, 3, 21, 6",16168,1131,13796,16733.5,3
"11, 15, 5, 5, 15, 5, 15, 14, 15",15949,1569,13577,16733.5,3
"6, 6, 12, 21, 12, 12, 12, 12, 7",15921,1622,13552,16732,3
"22, 2, 11, 14, 3, 17, 13, 2, 16",15980,1504,13611,16732,3
"13, 13, 13, 7, 7, 8, 13, 13, 13",16327,809,13959,16731.5,3
"13, 13, 13, 7, 8, 7, 13, 13, 13",16331,801,13963,16731.5,3
"21, 4, 21, 21, 21, 3, 3, 3, 3",16208,1046,13841,16731,3
"3, 3, 3, 2, 5, 21, 21, 21, 21",16253,955,13887,16730.5,3
"17, 5, 17, 5, 1, 16, 17, 5, 17",16228,1004,13863,16730,3
"2, 18, 18, 2, 2, 20, 18, 2, 18",16082,1295,13718,16729.5,3
"20, 20, 20, 15, 3, 3, 2, 15, 2",15836,1786,13473,16729,3
"3, 3, 3, 5, 13, 13, 20, 20, 20",15969,1520,13606,16729,3
"22, 13, 12, 12, 13, 22, 2, 1, 3",16053,1349,13693,16727.5,3
"11, 17, 2, 17, 2, 21, 2, 17, 11",15820,1811,13464,16725.5,3
"21, 21, 21, 21, 3, 3, 3, 4, 3",16220,1007,13868,16723.5,3
"16, 15, 15, 12, 12, 12, 6, 6, 6",15988,1470,13637,16723,3
"2, 2, 18, 19, 2, 19, 18, 18, 2",16054,1332,13709,16720,3
"13, 3, 16, 6, 3, 11, 21, 16, 11",15885,1668,13542,16719,3
"3, 3, 15, 3, 15, 3, 19, 19, 20",16071,1292,13732,16717,3
"9, 14, 12, 14, 2, 14, 12, 14, 9",16182,1069,13844,16716.5,3
"2, 2, 2, 2, 20, 20, 20, 19, 13",15775,1879,13441,16714.5,3
"7, 6, 15, 15, 6, 15, 15, 6, 15",16192,1044,13859,16714,3
"8, 1, 12, 15, 13, 11, 12, 12, 16",15742,1942,13411,16713,3
"3, 23, 3, 23, 14, 3, 3, 14, 14",16317,789,13989,16711.5,3
"21, 21, 21, 21, 4, 3, 3, 3, 3",16178,1059,13858,16707.5,3
